product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/footox-trendy-sports-running-shoes-women/p/itmc9e4b22bbc035?pid=SHOH5GCYMPJJM58S&lid=LSTSHOH5GCYMPJJM58SNLVDMN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=en_sOLvtj-ED4wl8V4j35m1rFfmdd06GB84kyBZBS6efK9yWoSSpmPS9i1tBskLaWkIfwvjTp9tCc4EiAoS2vwdew%3D%3D&ppt=sp&ppn=sp&ssid=b8chumz6rk0000001752606945885&qH=32e27b1148959538,Trendy Sports Running Shoes For Women,Footox ,460,0.53,3.5,433
